question,answer,link
Who is the green frog often depicted with a smirking expression that became a widely recognized meme?,Pepe the Frog,https://en.wikipedia.org/wiki/Pepe_the_Frog
"Name the director of the Los Alamos Laboratory, where groundbreaking work on the development of nuclear weapons took place.",Robert Oppenheimer,https://en.wikipedia.org/wiki/J._Robert_Oppenheimer
"Name the Pokémon that is known for its yellow fur, pointy ears with black tips, and a tail shaped like a lightning bolt.",Pikachu,https://en.wikipedia.org/wiki/Pikachu
What video-sharing service was acquired by Google in 2006?,YouTube,https://en.wikipedia.org/wiki/YouTube
What is the smalled nation in the Central Asia area?,Tajikistan,https://en.wikipedia.org/wiki/Tajikistan
"What war saw the initial success of Arab forces, leading to a temporary setback for Israeli military forces during the early days of the conflict?",Yom Kippur War,https://en.wikipedia.org/wiki/Yom_Kippur_War
Who served as the Mayor of London from 2008 to 2016 before becoming the UK's Prime Minister?,Boris Johnson,https://en.wikipedia.org/wiki/Boris_Johnson
"Identify the American author whose stories often explore forbidden knowledge, ancient deities, and otherworldly horrors.",H. P. Lovecraft,https://en.wikipedia.org/wiki/H._P._Lovecraft
What professional basketball player was born in 1984 and is often considered one of the greatest in the history of the sport?,LeBron James,https://en.wikipedia.org/wiki/LeBron_James
"What actor, with a commanding on-screen presence, played Sir John Talbot in 'The Wolfman' and Burt Munro in 'The World's Fastest Indian'?",Anthony Hopkins,https://en.wikipedia.org/wiki/Anthony_Hopkins
"Who served as the President of the African National Congress (ANC) from 1991 to 1997, leading the party during a critical period of transformation?",Nelson Mandela,https://en.wikipedia.org/wiki/Nelson_Mandela
Name the rapper who won an Academy Award for Best Original Song with 'Lose Yourself' from the film '8 Mile.',Eminem,https://en.wikipedia.org/wiki/Eminem
"Name the automaker known for its 'Camry' and 'Corolla' models, among other best-selling cars.",Toyota,https://en.wikipedia.org/wiki/Toyota
What iconic superhero is known for his vigilante crime-fighting in Gotham City?,Batman,https://en.wikipedia.org/wiki/Batman
"What ancient naval vessel, often associated with the Mediterranean civilizations, had three rows of oars on each side?",Trireme,https://en.wikipedia.org/wiki/Trireme
Identify the military leader who played a crucial role in the events leading to the demise of the Roman Republic.,Julius Caesar,https://en.wikipedia.org/wiki/Julius_Caesar
What comedy group is associated with classic sketches such as 'The Ministry of Silly Walks' and 'The Dead Parrot'?,Monty Python,https://en.wikipedia.org/wiki/Monty_Python
What iconic rock band composed the soundtrack for the film 'Flash Gordon' and the album 'A Kind of Magic' for the film 'Highlander'?,Queen,https://en.wikipedia.org/wiki/Queen_(band)
Who is often referred to as CR7 in the world of football?,Cristiano Ronaldo,https://en.wikipedia.org/wiki/Cristiano_Ronaldo
Identify the literary work that is often considered a classic in the fantasy genre and second volume is called 'The Two Towers'?,The Lord of the Rings,https://en.wikipedia.org/wiki/The_Lord_of_the_Rings
Identify the band whose enduring popularity has led to its induction into the Rock and Roll Hall of Fame in 2001.,Queen,https://en.wikipedia.org/wiki/Queen_(band)
"Who is known for saying, 'But why is the rum gone?' in the film 'Pirates of the Caribbean'?",Jack Sparrow,https://en.wikipedia.org/wiki/Jack_Sparrow
What company is synonymous with animated classics like 'The Lion King' and 'Beauty and the Beast'?,Disney,https://en.wikipedia.org/wiki/The_Walt_Disney_Company
Which English forward played for Everton before joining Manchester United and later returning to Everton for a brief period?,Wayne Rooney,https://en.wikipedia.org/wiki/Wayne_Rooney
"Name the artist who transitioned from silent films to sound films, maintaining his popularity and creative success in the evolving cinematic landscape.",Charlie Chaplin,https://en.wikipedia.org/wiki/Charlie_Chaplin
"Which European country is famous for its classical music heritage, including composers like Mozart and Beethoven?",Austria,https://en.wikipedia.org/wiki/Austria
"Who is the owner of numerous records, including the fastest serve by a woman in the history of professional tennis?",Serena Williams,https://en.wikipedia.org/wiki/Serena_Williams
Who was the anti-apartheid revolutionary and political leader who served as President of South Africa from 1994 to 1999?,Nelson Mandela,https://en.wikipedia.org/wiki/Nelson_Mandela
"Who was the American writer, born in 1890, known for his contributions to the genre of weird fiction and horror literature?",H. P. Lovecraft,https://en.wikipedia.org/wiki/H._P._Lovecraft
In what capital city can you experience the traditional Thai New Year celebration known as Songkran?,Bangkok,https://en.wikipedia.org/wiki/Bangkok
"Identify the creator of the Wii console and the Nintendo DS handheld system, both of which became immensely popular and innovative gaming platforms.",Shigeru Miyamoto,https://en.wikipedia.org/wiki/Shigeru_Miyamoto
Which athlete holds the record for the most Grand Slam singles titles in the Open Era?,Serena Williams,https://en.wikipedia.org/wiki/Serena_Williams
What is the capital city of Thailand?,Bangkok,https://en.wikipedia.org/wiki/Bangkok
Who was the English sea captain and navigator known for his circumnavigation of the globe in the 16th century?,Francis Drake,https://en.wikipedia.org/wiki/Francis_Drake
What is the fifth planet from the Sun in our solar system?,Jupiter,https://en.wikipedia.org/wiki/Jupiter
Identify the character who first appeared in a comic named after himself published by Timely Comics in 1941.,Captain America,https://en.wikipedia.org/wiki/Captain_America
Identify the politician who ran as the Republican nominee for Vice President in the 2016 presidential election.,Mike Pence,https://en.wikipedia.org/wiki/Mike_Pence
Identify the show in which the main character becomes deeply involved in the production and distribution of high-quality blue meth.,Breaking Bad,https://en.wikipedia.org/wiki/Breaking_Bad
Where was the coldest temperature recorded on Earth?,Antarctica,https://en.wikipedia.org/wiki/Antarctica
What U.S. state is home to the vibrant city of Santa Fe?,New Mexico,https://en.wikipedia.org/wiki/New_Mexico
Name the character who is a symbol of the United Nations Space Command (UNSC) and has become an iconic figure in the gaming industry.,Master Chief,https://en.wikipedia.org/wiki/Master_Chief_(Halo)
"Which nation is known for its cuisine, including dishes like kebabs and baklava?",Turkey,https://en.wikipedia.org/wiki/Turkey
Name the gaming system that has popular titles like The Legend of Zelda: Breath of the Wild and Super Mario Odyssey.,Nintendo Switch,https://en.wikipedia.org/wiki/Nintendo_Switch
Identify the fictional character residing under a rock in the underwater city of Bikini Bottom.,Patrick Star,https://en.wikipedia.org/wiki/Patrick_Star
"Where can you find a nation with authors like Adam Mickiewicz, Boleslaw Prus, and Wislawa Szymborska?",Poland,https://en.wikipedia.org/wiki/Poland
Identify the Swedish striker who has scored over 500 career goals and is still active in professional football.,Zlatan Ibrahimović,https://en.wikipedia.org/wiki/Zlatan_Ibrahimovi%C4%87
"Name the country that is home to the Amazon Rainforest, the largest rainforest in the world.",Brazil,https://en.wikipedia.org/wiki/Brazil
Who was the Roman general and statesman famously assassinated in 44 BC?,Julius Caesar,https://en.wikipedia.org/wiki/Julius_Caesar
Who is the fictional pirate captain portrayed by Johnny Depp in the 'Pirates of the Caribbean' film series?,Jack Sparrow,https://en.wikipedia.org/wiki/Jack_Sparrow
Name the American player who ended the Soviet Union's dominance in international chess.,Bobby Fischer,https://en.wikipedia.org/wiki/Bobby_Fischer
"Who proposed the structural model of the human mind, consisting of the id, ego, and superego?",Sigmund Freud,https://en.wikipedia.org/wiki/Sigmund_Freud
"Identify the athlete who, in 2021, became the first man in the Open Era to win all four Grand Slam singles titles in a calendar year.",Novak Djokovic,https://en.wikipedia.org/wiki/Novak_Djokovic
Name the Marvel superhero who fought in World War II against the Axis powers.,Captain America,https://en.wikipedia.org/wiki/Captain_America
Where did artists such as Hendrix and Sixx spend their early years?,Seattle,https://en.wikipedia.org/wiki/Seattle
Identify the portable gaming system that introduced the concept of interchangeable game cartridges and featured a monochrome screen with greenish graphics.,Game Boy,https://en.wikipedia.org/wiki/Game_Boy
"What country is bordered by Germany, Czech Republic, Slovakia, Ukraine, Belarus, and Lithuania?",Poland,https://en.wikipedia.org/wiki/Poland
"Which iconic rock group released the album 'Let It Bleed' in 1969, featuring tracks like 'Gimme Shelter' and 'You Can't Always Get What You Want'?",The Rolling Stones,https://en.wikipedia.org/wiki/The_Rolling_Stones
What animated character is voiced by the show's creator Seth MacFarlane in the animated sitcom 'Family Guy'?,Peter Griffin,https://en.wikipedia.org/wiki/Peter_Griffin
What is the name of the planet with a diameter that is approximately 11 times that of Earth?,Jupiter,https://en.wikipedia.org/wiki/Jupiter
Name the hedgehog who is the main protagonist of a popular video game series.,Sonic the Hedgehog,https://en.wikipedia.org/wiki/Sonic_the_Hedgehog
Name the nation that hosts millions of pilgrims during the annual Hajj pilgrimage to Mecca.,Saudi Arabia,https://en.wikipedia.org/wiki/Saudi_Arabia
"Name the film in which characters experience different layers of dreams, each with its own sense of time and physics.",Inception,https://en.wikipedia.org/wiki/Inception
"Who has showcased their skills at Sporting CP, Manchester United, Real Madrid, and Juventus?",Cristiano Ronaldo,https://en.wikipedia.org/wiki/Cristiano_Ronaldo
"What European country is located in Southeast Europe, with Belgrade as its capital and largest city?",Serbia,https://en.wikipedia.org/wiki/Serbia
"Which media giant is synonymous with the creation of the first-ever feature-length animated film, 'Snow White and the Seven Dwarfs'?",Disney,https://en.wikipedia.org/wiki/The_Walt_Disney_Company
"Who famously used a strategy of luring the Roman army into traps, such as at Lake Trasimene?",Hannibal,https://en.wikipedia.org/wiki/Hannibal
What media franchise has a dedicated fanbase and has become a significant part of global popular culture since its debut in 1977?,Star Wars,https://en.wikipedia.org/wiki/Star_Wars
"What iconic character has appeared not only in video games but also in animated TV series, comic books, and even a live-action/CGI film in 2020?",Sonic the Hedgehog,https://en.wikipedia.org/wiki/Sonic_the_Hedgehog
Identify the fictional cosmic entity that first appeared in Lovecraft's short story 'The Call of ...',Cthulhu,https://en.wikipedia.org/wiki/Cthulhu
What Roman landmark is the largest amphitheater ever built and is a UNESCO World Heritage Site?,Colosseum,https://en.wikipedia.org/wiki/Colosseum
"Name the team that produced Hall of Famers Ty Cobb, Al Kaline, and Charlie Gehringer.",Detroit Tigers,https://en.wikipedia.org/wiki/Detroit_Tigers
"Identify the naval commander who, during the circumnavigation of the globe, claimed new lands for England on the west coast of North and South America.",Francis Drake,https://en.wikipedia.org/wiki/Francis_Drake
Which city is the most populous city in Victoria?,Melbourne,https://en.wikipedia.org/wiki/Melbourne
What is the most populous city in Thailand?,Bangkok,https://en.wikipedia.org/wiki/Bangkok
Name the nation that has a rich football (soccer) history and produced legendary players like Pelé and Ronaldo.,Brazil,https://en.wikipedia.org/wiki/Brazil
"What city, situated in the Lazio region, has a history that spans over 2,800 years?",Rome,https://en.wikipedia.org/wiki/Rome
